bookID,title,authors,average_rating,publication_date,language_code,primary_author
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,2002-05-17,en-US,Robert A. Heinlein
16892,A Hole in the World: An American Boyhood,Richard Rhodes,3.9,2000-04-26,eng,Richard Rhodes
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,2007-03-20,eng,Antonia Fraser
17246,Macbeth,William Shakespeare/Paul Werstine/Barbara A. Mowat,3.9,2004-08-01,eng,William Shakespeare
17247,Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,3.9,2003-04-15,eng,William Shakespeare
17922,Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,3.9,1994-03-28,en-GB,Tom Stoppard
18370,Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.9,1986-12-31,eng,Anaïs Nin
18443,Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,3.9,2003-11-26,eng,William Shakespeare
18444,Macbeth,William Shakespeare/Kenneth Muir,3.9,1997-01-31,eng,William Shakespeare
18446,Macbeth,William Shakespeare/Roma Gill,3.9,2005-01-20,eng,William Shakespeare
18496,Mary Shelley: Her Life  Her Fiction  Her Monsters,Anne K. Mellor,3.9,1989-12-15,eng,Anne K. Mellor
18610,Thin Air (Spenser  #22),Robert B. Parker/David Dukes,3.9,1996-04-01,en-US,Robert B. Parker
18736,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein/Charlie Conrad,3.9,1999-06-01,eng,Mark Epstein
18757,Last Night: Stories,James Salter,3.9,2006-03-14,eng,James Salter
19474,Teen Angst? Naaah...,Ned Vizzini,3.9,2002-08-13,eng,Ned Vizzini
19916,Over The Moon (Mageverse #3.5),Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,3.9,2007-01-02,eng,Angela Knight
20355,The Burnt Orange Heresy,Charles Willeford,3.9,1999-12-20,eng,Charles Willeford
20417,Have Space Suit—Will Travel,Robert A. Heinlein,3.9,2005-02-08,eng,Robert A. Heinlein
20660,Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.9,2007-04-06,eng,Chris Adrian
21187,For All Time (Time Travelers  #4),Caroline B. Cooney,3.9,2003-07-08,eng,Caroline B. Cooney
22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,1996-04-30,eng,Elaine Pagels
24066,The Climb (Everest Trilogy),Gordon Korman,3.9,2002-07-01,eng,Gordon Korman
24473,See How She Dies,Lisa Jackson,3.9,2004-08-01,eng,Lisa Jackson
24979,Miracle and Other Christmas Stories,Connie Willis,3.9,2000-10-31,eng,Connie Willis
25059,Brightness Reef (Uplift Storm Trilogy  #1),David Brin,3.9,1996-10-01,eng,David Brin
25653,The Minimalist Cooks at Home: Recipes That Give You More Flavor from Fewer Ingredients in Less Time,Mark Bittman,3.9,2002-09-10,eng,Mark Bittman
25886,Buddhism: A Concise Introduction,Huston Smith/Philip Novak,3.9,2004-12-14,eng,Huston Smith
26133,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,Padraic Colum/Willy Pogány,3.9,2004-07-01,eng,Padraic Colum
27052,Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.9,2006-04-25,en-US,Peter Abrahams
27126,Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Jen Lancaster,3.9,2006-03-07,eng,Jen Lancaster
27222,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson,3.9,1998-09-10,eng,Thucydides
27932,A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.9,2001-09-17,eng,Roberta Gellis
28254,Stone Age Economics,Marshall Sahlins,3.9,1974-12-31,eng,Marshall Sahlins
28687,Shadowplay (Shadowmarch  #2),Tad Williams,3.9,2007-03-06,eng,Tad Williams
28730,Fiddler Fair,Mercedes Lackey,3.9,1998-03-01,en-US,Mercedes Lackey
29167,The War of the Lance (DragonLance: Tales II  #3),Margaret Weis/Tracy Hickman,3.9,2005-12-01,eng,Margaret Weis
30248,Narcissus in Chains (Anita Blake  Vampire Hunter  #10),Laurell K. Hamilton,3.9,2002-09-24,eng,Laurell K. Hamilton
30593,Pnin,Vladimir Nabokov/David Lodge,3.9,2004-04-06,eng,Vladimir Nabokov
30606,Art and Culture: Critical Essays,Clement Greenberg/Janice Horne,3.9,1971-06-01,eng,Clement Greenberg
31186,Patience & Sarah,Isabel Miller/Emma Donoghue,3.9,2005-09-01,en-US,Isabel Miller
31363,How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,2001-09-15,eng,Orson Scott Card
31570,Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,2006-02-06,eng,Lizzie Collingham
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,2005-04-19,eng,Jane Smiley
32430,The Bad Place,Dean R. Koontz,3.9,2004-07-06,eng,Dean R. Koontz
32438,Shattered,Dean Koontz,3.9,1985-02-15,eng,Dean Koontz
32590,Pan,Knut Hamsun/Sverre Lyngstad,3.9,1998-09-01,eng,Knut Hamsun
32957,Caramelo,Sandra Cisneros,3.9,2003-09-09,eng,Sandra Cisneros
33344,Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp/Paul Simpson,3.9,2005-04-22,eng,Robbie Stamp
33498,Shadows of Yog-Sothoth (Call of Cthulhu RPG),Sandy Petersen,3.9,2004-08-15,eng,Sandy Petersen
33539,World War II: A Short History,Michael J. Lyons,3.9,2003-06-19,en-US,Michael J. Lyons
33874,Tara Road,Maeve Binchy,3.9,2006-03-02,eng,Maeve Binchy
35047,Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,3.9,2007-01-03,eng,Marc Andreyko
35479,Ring of Fire (Ring of Fire Anthology  #1),Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth,3.9,2005-10-01,eng,Eric Flint
35805,The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky,3.9,2003-06-01,eng,Kathryn Lasky
36086,The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,Steven Johnson,3.9,2006-11-01,eng,Steven Johnson
36715,Liberty Before Liberalism,Quentin Skinner,3.9,1998-01-13,eng,Quentin Skinner
36893,On Film (Thinking in Action),Stephen Mulhall,3.9,2001-12-23,eng,Stephen Mulhall
37072,The Marriage Lesson (Effingtons  #3),Victoria Alexander,3.9,2001-05-01,eng,Victoria Alexander
37343,My Wicked Pirate,Rona Sharon,3.9,2006-11-01,eng,Rona Sharon
37947,The Pusher (87th Precinct  #3),Ed McBain,3.9,2003-07-03,eng,Ed McBain
38471,The Amen Corner,James Baldwin,3.9,1998-02-17,eng,James Baldwin
38524,Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,Arthur Plotnik,3.9,2005-11-15,eng,Arthur Plotnik
39099,The Courtesan (The Dark Queen Saga  #2),Susan Carroll,3.9,2005-07-26,eng,Susan Carroll
39361,Paws Before Dying (A Dog Lover's Mystery  #4),Susan Conant,3.9,1960-01-01,eng,Susan Conant
39535,Fabulous Small Jews,Joseph Epstein,3.9,2004-07-06,en-US,Joseph Epstein
40299,The Well at the World's End: Volume II,William Morris,3.9,2000-03-20,eng,William Morris
40425,Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,3.9,2003-09-01,eng,Edgar Rice Burroughs
40914,The Many Worlds of Magnus Ridolph,Jack Vance,3.9,1980-04-01,eng,Jack Vance
41651,Slim Down Camp,Stephen Manes,3.9,1986-12-01,eng,Stephen Manes
41698,Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,2006-01-01,en-US,Clive Cussler
41703,Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,3.9,2005-03-24,eng,Clive Cussler
41712,Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,2005-07-26,en-US,Clive Cussler
41998,Open House,Jill Mansell,3.9,2003-03-03,en-US,Jill Mansell
42143,The Land of Laughs,Jonathan Carroll,3.9,2001-02-10,eng,Jonathan Carroll
42818,Tales from Margaritaville,Jimmy Buffett,3.9,1989-06-03,en-US,Jimmy Buffett
43084,Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.9,1992-10-30,eng,Eric Hobsbawm
43128,Winter Is the Warmest Season,Lauren Stringer,3.9,2006-10-01,eng,Lauren Stringer
43661,McNally's Alibi (Archy McNally Novels),Vincent Lardo/Lawrence Sanders,3.9,2003-08-05,eng,Vincent Lardo
43669,McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.9,1995-01-01,eng,Lawrence Sanders
43706,Through the Arc of the Rain Forest,Karen Tei Yamashita,3.9,1990-07-01,eng,Karen Tei Yamashita
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,2003-10-16,eng,Heidi Murkoff
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,2005-04-25,en-US,Marsha Collier
164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1996-02-01,eng,Eliot Ness
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,1990-10-03,eng,Charles Willeford
420,The Year of Magical Thinking,Joan Didion,3.89,2005-10-04,en-US,Joan Didion
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,2006-03-28,eng,Paul Auster
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,1986-11-01,eng,Paul Auster
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,1995-01-01,eng,Peter Moon
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,2006-04-01,eng,Dan Brown
2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,2006-02-24,eng,Daniel C. Dennett
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,1994-01-13,eng,Truman Capote
2305,The Ghost Stories of Edith Wharton,Edith Wharton/Laszlo Kubinyi,3.89,1997-10-10,eng,Edith Wharton
2494,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,2005-03-31,eng,H.G. Wells
2495,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,2004-07-01,eng,H.G. Wells
2501,The Time Machine,H.G. Wells/Melvin Burgess,3.89,2004-03-01,eng,H.G. Wells
2528,All the Names,José Saramago/Margaret Jull Costa,3.89,2001-10-05,eng,José Saramago
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,2000-10-05,eng,José Saramago
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,2000-04-01,eng,Sun Tzu
3068,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,2003-07-07,en-US,Bernard Malamud
3254,The Trojan Women,Euripides/Gilbert Murray,3.89,2006-01-01,eng,Euripides
3557,The Modern Prince and Other Writings,Antonio Gramsci,3.89,1959-10-01,eng,Antonio Gramsci
4144,Bringing Down The House,Ben Mezrich,3.89,2004-05-06,en-GB,Ben Mezrich
4227,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,2005-05-03,en-US,Dan Brown
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,1994-10-01,eng,Jerome K. Jerome
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,2006-06-16,eng,Jerome K. Jerome
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,2005-03-01,eng,Jerome K. Jerome
4925,Three Men in a Boat,Jerome K. Jerome,3.89,2004-03-25,eng,Jerome K. Jerome
5442,The Faiths of the Founding Fathers,David L. Holmes,3.89,2006-03-01,en-US,David L. Holmes
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,2005-11-29,eng,Christopher Fowler
5855,North of South: An African Journey,Shiva Naipaul,3.89,1996-09-26,eng,Shiva Naipaul
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,2006-08-01,eng,Rob Kidd
6546,Perfect Nightmare,John Saul,3.89,2006-04-25,eng,John Saul
6691,My Uncle Oswald,Roald Dahl,3.89,1986-05-01,eng,Roald Dahl
7007,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,3.89,2001-04-29,eng,CliffsNotes
7197,The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,3.89,2004-09-14,eng,Alexandre Dumas
7608,Lolita,Vladimir Nabokov/Jeremy Irons,3.89,2005-04-26,eng,Vladimir Nabokov
7670,The Andromeda Strain (Andromeda  #1),Michael Crichton,3.89,2003-10-28,eng,Michael Crichton
7815,The Year of Magical Thinking,Joan Didion,3.89,2007-02-13,eng,Joan Didion
8087,Deerskin,Robin McKinley,3.89,2005-05-01,en-US,Robin McKinley
8228,The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,3.89,2006-06-13,eng,Laura Ingalls Wilder
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,2007-01-02,eng,Laura Ingalls Wilder
8540,Blood Sport,Dick Francis,3.89,2004-11-02,eng,Dick Francis
9060,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.89,1979-11-19,eng,Richard Hofstadter
9431,Chicago Stories,James T. Farrell/Charles Fanning,3.89,1998-06-01,en-US,James T. Farrell
9888,Breakfast at Tiffany's,Truman Capote,3.89,1998-09-03,eng,Truman Capote
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,2003-05-27,eng,Jean-Paul Sartre
10105,The Last Wife of Henry VIII,Carolly Erickson,3.89,2006-10-03,en-US,Carolly Erickson
10221,Death in Berlin,M.M. Kaye,3.89,2000-06-08,eng,M.M. Kaye
10514,Travels in Hyperreality,Umberto Eco/John Radziewicz/William Weaver,3.89,1990-05-27,eng,Umberto Eco
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,2003-09-04,eng,James Lee Burke
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,3.89,2002-09-16,eng,Allan C. Weisbecker
11552,Mystery Walk,Robert R. McCammon,3.89,1992-10-01,eng,Robert R. McCammon
11917,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,3.89,2007-06-26,eng,Kelley Armstrong
11938,The Innkeeper's Song,Peter S. Beagle,3.89,1993-11-01,eng,Peter S. Beagle
12738,The Transit of Venus,Shirley Hazzard,3.89,1995-10-05,eng,Shirley Hazzard
12996,Othello,William Shakespeare,3.89,2004-01-01,eng,William Shakespeare
12999,Othello,William Shakespeare/David Threlfall/Don Warrington/Anne-Marie Duff/Arkangel Cast,3.89,2005-09-15,eng,William Shakespeare
13002,Othello,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.89,2004-08-01,eng,William Shakespeare
13037,Justine (The Alexandria Quartet #1),Lawrence Durrell,3.89,1991-07-12,eng,Lawrence Durrell
13066,Sick Puppy,Carl Hiaasen,3.89,2005-04-12,eng,Carl Hiaasen
13337,The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,3.89,1982-09-30,eng,Pindar
13342,The Odes and Selected Fragments,Pindar/G.S. Conway/Richard Stoneman,3.89,1998-03-01,eng,Pindar
13413,Dark Visions,Douglas E. Winter/Dan Simmons/Stephen King/George R.R. Martin,3.89,2000-08-10,en-US,Douglas E. Winter
13954,Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,3.89,2008-02-02,eng,Lois Gladys Leppard
14069,Throne of Jade (Temeraire  #2),Naomi Novik,3.89,2006-04-25,eng,Naomi Novik
14072,Thrones  Dominations,Dorothy L. Sayers/Jill Paton Walsh,3.89,1999-03-15,en-US,Dorothy L. Sayers
14267,Iceland's Bell,Halldór Laxness/Philip Roughton/Adam Haslett,3.89,2003-10-14,eng,Halldór Laxness
14375,A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,3.89,2003-07-01,eng,Patricia McHugh
14644,A House Divided (House of Earth  #3),Pearl S. Buck,3.89,2006-01-01,eng,Pearl S. Buck
15073,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,Alfred Hitchcock/Don Tothe,3.89,2005-08-01,en-US,Alfred Hitchcock
15276,The Rough Guide to Vietnam,Rough Guides/Jan Dodd/Mark Lewis/Ron Emmons,3.89,2006-10-01,eng,Rough Guides
15546,Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover #1),Terry Brooks,3.89,1986-03-12,eng,Terry Brooks
15678,Come a Stranger (Tillerman Cycle  #5),Cynthia Voigt,3.89,1995-11-01,eng,Cynthia Voigt
15680,Exile and the Kingdom,Albert Camus/Carol Cosman/Orhan Pamuk,3.89,2007-02-13,eng,Albert Camus
15731,Ecuador & the Galapagos Islands,Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet,3.89,2006-08-01,en-GB,Danny Palmerlee
15962,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,1991-03-30,eng,Joyce Carol Oates
16449,Oh My Stars,Lorna Landvik,3.89,2006-02-28,eng,Lorna Landvik
16763,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,2000-02-29,eng,Erle Stanley Gardner
16947,Marxism and Literary Criticism,Terry Eagleton,3.89,2002-06-13,eng,Terry Eagleton
17841,Foucault's Pendulum,Umberto Eco/William Weaver,3.89,2007-03-05,eng,Umberto Eco
17880,The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,3.89,2005-10-01,eng,Fyodor Dostoyevsky
18031,Ukridge,P.G. Wodehouse,3.89,2003-09-15,eng,P.G. Wodehouse
18042,Laughing Gas,P.G. Wodehouse,3.89,2002-01-01,eng,P.G. Wodehouse
18133,Lolita,Vladimir Nabokov/John Ray Jr.,3.89,1997-06-13,eng,Vladimir Nabokov
18591,Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum/William Shakespeare,3.89,2005-10-01,eng,Alistair McCallum
18615,Princess Sultana's Daughters,Jean Sasson,3.89,1994-06-01,eng,Jean Sasson
18929,Marcovaldo,Italo Calvino/William Weaver,3.89,1983-11-16,eng,Italo Calvino
19106,The Nose,Nikolai Gogol/Kevin Hawkes,3.89,1994-09-29,eng,Nikolai Gogol
20868,Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,2003-06-24,eng,Jeff Rovin
21557,Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna,3.89,2003-04-01,eng,Robert B. Parker
22225,The Princess Bride (Long  Tall Texans  #15),Diana Palmer,3.89,1998-01-23,eng,Diana Palmer
22618,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,3.89,2005-12-01,eng,Jean Baudrillard
22888,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,1993-07-23,eng,Candace Schuler
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,3.89,2007-07-03,eng,Julie Kenner
23307,Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,3.89,2004-09-08,eng,Josiah Bunting
23516,Astronomy: A Self-Teaching Guide,Dinah L. Moché,3.89,2004-02-24,eng,Dinah L. Moché
23582,You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken,3.89,1992-10-01,en-US,Al Franken
24316,The Trouble With Violet,Anne Mazer/Bill Brown,3.89,2007-07-01,eng,Anne Mazer
24767,Touching Darkness (Midnighters  #2),Scott Westerfeld,3.89,2006-03-01,eng,Scott Westerfeld
24922,A Confederacy of Dunces,John Kennedy Toole,3.89,2003-02-26,eng,John Kennedy Toole
24923,A Confederacy of Dunces,John Kennedy Toole/Walker Percy,3.89,2000-03-30,eng,John Kennedy Toole
25191,A Personal Matter,Kenzaburō Ōe/John Nathan,3.89,1994-01-13,eng,Kenzaburō Ōe
25463,The Essential John Nash,John F. Nash/Harold William Kuhn/Sylvia Nasar,3.89,2007-03-18,eng,John F. Nash
26187,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,2003-07-28,eng,Dan Brown
27304,Buddha,Karen Armstrong,3.89,2004-09-28,eng,Karen Armstrong
27599,The Cross From A Distance: Atonement In Mark's Gospel,Peter G. Bolt,3.89,2004-12-09,eng,Peter G. Bolt
28666,Fugitive Prince (Wars of Light and Shadow  #4),Janny Wurts,3.89,1998-09-08,eng,Janny Wurts
29163,Dragons in the Archives: The Best of Weis & Hickman (Dragonlance Anthology),Margaret Weis/Tracy Hickman/Aron Eisenberg,3.89,2004-11-01,eng,Margaret Weis
29620,The Pirate / The Adventurer / The Cowboy,Jayne Ann Krentz,3.89,2006-04-25,eng,Jayne Ann Krentz
30036,Elric of Melniboné (The Elric Saga  #1),Michael Moorcock,3.89,1987-07-15,eng,Michael Moorcock
31341,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,2002-11-07,eng,Anne Rice
31694,The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,1993-01-10,eng,Jane Austen
31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89,2004-09-01,eng,Jürgen Habermas
31916,Philosophy: The Classics,Nigel Warburton,3.89,1998-07-09,eng,Nigel Warburton
31929,The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,1998-08-27,eng,David L. Hull
32130,Monday Night Class,Stephen Gaskin,3.89,2005-07-31,en-US,Stephen Gaskin
32578,Lolita,Richard Corliss,3.89,1994-12-27,eng,Richard Corliss
32581,Lolita,Vladimir Nabokov/Martin Amis,3.89,1993-03-09,eng,Vladimir Nabokov
32980,The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,3.89,2003-02-01,eng,Carolyn Keene
32981,The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,3.89,2001-12-01,eng,Carolyn Keene
33773,How to Seduce Your Dream Man,Anna Maxted,3.89,2000-05-02,eng,Anna Maxted
35308,Dirt (Stone Barrington  #2),Stuart Woods,3.89,1997-08-07,en-US,Stuart Woods
35350,What the Body Remembers,Shauna Singh Baldwin,3.89,2001-01-16,eng,Shauna Singh Baldwin
35368,A Kiss to Remember (Once Upon a Time  #3),Teresa Medeiros,3.89,2002-04-30,eng,Teresa Medeiros
35437,Star Wars Tales  Vol. 1,Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring,3.89,2004-01-27,eng,Dave Land
